Number,Name,Run,Time,Time_Rank,Speed,Speed_Rank,Splits,Sector_Times,Orig_Split_1_Time,Orig_Split_2_Time,Orig_Split_3_Time,Orig_Split_4_Time,Orig_Split_5_Time,Clean_Split_1_Time,Clean_Split_2_Time,Clean_Split_3_Time,Clean_Split_4_Time,Clean_Split_5_Time,Split_1_Rank,Split_2_Rank,Split_3_Rank,Split_4_Rank,Split_5_Rank,Sector_1_Time,Sector_2_Time,Sector_3_Time,Sector_4_Time,Sector_5_Time,Sector_1_Rank,Sector_2_Rank,Sector_3_Rank,Sector_4_Rank,Sector_5_Rank,Cumulative_from_Split_1_Time,Cumulative_from_Split_2_Time,Cumulative_from_Split_3_Time,Cumulative_from_Split_4_Time,Cumulative_from_Split_1_Rank,Cumulative_from_Split_2_Rank,Cumulative_from_Split_3_Rank,Cumulative_from_Split_4_Rank
23,GREENLAND Laurie (GBR),1,3:50.391,27,39.064,27,"['0:45.165', '4:21.659', '5:41.542', '6:44.050', '8:53.126', '8:53.126', '8:53.126', '8:53.126', '5:28.272', '18:45.672', '21:10.569', '21:48.740', '28:03.829', '28:03.829', '28:03.829', '28:03.829', '0:44.526', '1:44.178', '2:31.081', '3:09.340', '3:50.391', '3:50.391', '3:50.391', '3:50.391', '3:50.391', '3:50.391', '3:50.391', '3:50.391']","['45.165', '216.494', '79.883', '62.508', '129.076', '0.000', '0.000', '0.000', '-204.854', '797.400', '144.897', '38.171', '375.089', '0.000', '0.000', '0.000', '-1639.303', '59.652', '46.903', '38.259', '41.051', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:45.165,4:21.659,5:41.542,6:44.050,8:53.126,45.165,261.659,341.54200000000003,404.05,533.126,24,54,45,43,46,45.165,216.494,79.88300000000004,62.50799999999998,129.07599999999996,24,70,37,56,88,185.226,-31.268,-111.15100000000004,-173.65900000000002,39,28,43,44
60,CAPPELLO Davide * (ITA),1,3:50.494,28,39.047,28,"['0:44.454', '3:16.254', '9:35.799', '10:14.918', '11:25.760', '11:25.760', '11:25.760', '11:25.760', '0:43.557', '6:22.504', '7:57.718', '8:48.570', '9:30.891', '9:30.891', '9:30.891', '9:30.891', '0:43.963', '1:43.897', '2:30.754', '3:09.086', '3:50.494', '3:50.494', '3:50.494', '3:50.494', '0:44.299', '5:05.566', '6:34.512', '10:06.104', '19:10.913', '19:10.913', '19:10.913', '19:10.913', '3:50.494', '3:50.494', '3:50.494', '3:50.494']","['44.454', '151.800', '379.545', '39.119', '70.842', '0.000', '0.000', '0.000', '-642.203', '338.947', '95.214', '50.852', '42.321', '0.000', '0.000', '0.000', '-526.928', '59.934', '46.857', '38.332', '41.408', '0.000', '0.000', '0.000', '-186.195', '261.267', '88.946', '211.592', '544.809', '0.000', '0.000', '0.000', '-920.419', '0.000', '0.000', '0.000']",0:44.454,3:16.254,9:35.799,10:14.918,11:25.760,44.454,196.254,575.799,614.918,685.76,15,47,70,65,65,44.454,151.79999999999998,379.54499999999996,39.11900000000003,70.84199999999998,15,63,80,30,73,186.04,34.24000000000001,-345.30499999999995,-384.424,48,34,20,23
107,CRUZ Lucas (CAN),1,3:50.507,29,39.044,29,"['0:46.548', '1:46.685', '2:33.696', '3:13.072', '3:54.549', '3:54.549', '3:54.549', '3:54.549', '0:45.383', '1:46.091', '2:32.267', '3:11.103', '3:52.582', '3:52.582', '3:52.582', '3:52.582', '0:45.361', '1:45.469', '2:31.971', '3:10.410', '3:50.507', '3:50.507', '3:50.507', '3:50.507', '3:50.507', '3:50.507', '3:50.507', '3:50.507']","['46.548', '60.137', '47.011', '39.376', '41.477', '0.000', '0.000', '0.000', '-189.166', '60.708', '46.176', '38.836', '41.479', '0.000', '0.000', '0.000', '-187.221', '60.108', '46.502', '38.439', '40.097', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:46.548,1:46.685,2:33.696,3:13.072,3:54.549,46.548,106.685,153.696,193.072,234.549,44,12,5,5,5,46.548,60.137,47.010999999999996,39.376000000000005,41.477000000000004,44,8,9,37,9,183.959,123.822,76.811,37.435,34,63,75,75
36,JEWETT Jakob * (CAN),1,3:51.373,30,38.898,30,"['0:46.247', '9:25.263', '13:38.740', '15:43.013', '16:28.230', '16:28.230', '16:28.230', '16:28.230', '0:46.053', '1:48.417', '6:23.852', '7:02.117', '8:55.745', '8:55.745', '8:55.745', '8:55.745', '0:45.052', '1:46.687', '2:32.898', '3:10.373', '3:51.373', '3:51.373', '3:51.373', '3:51.373', '3:51.373', '3:51.373', '3:51.373', '3:51.373']","['46.247', '519.016', '253.477', '124.273', '45.217', '0.000', '0.000', '0.000', '-942.177', '62.364', '275.435', '38.265', '113.628', '0.000', '0.000', '0.000', '-490.693', '61.635', '46.211', '37.475', '41.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:46.247,9:25.263,13:38.740,15:43.013,16:28.230,46.247,565.263,818.74,943.013,988.23,37,84,83,84,82,46.247,519.0160000000001,253.47699999999998,124.27300000000002,45.216999999999985,37,89,75,77,54,185.12599999999998,-333.89000000000004,-587.367,-711.6400000000001,38,6,6,6
81,MARINI Hugo * (FRA),1,3:51.468,31,38.882,31,"['0:46.178', '8:48.781', '11:26.749', '12:04.905', '13:17.674', '13:17.674', '13:17.674', '13:17.674', '0:44.933', '1:46.841', '2:34.814', '3:13.827', '3:56.029', '3:56.029', '3:56.029', '3:56.029', '0:44.562', '1:45.134', '2:32.241', '3:10.522', '3:51.468', '3:51.468', '3:51.468', '3:51.468', '3:51.468', '3:51.468', '3:51.468', '3:51.468']","['46.178', '482.603', '157.968', '38.156', '72.769', '0.000', '0.000', '0.000', '-752.741', '61.908', '47.973', '39.013', '42.202', '0.000', '0.000', '0.000', '-191.467', '60.572', '47.107', '38.281', '40.946', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:46.178,8:48.781,11:26.749,12:04.905,13:17.674,46.178,528.781,686.749,724.905,797.674,34,82,76,74,75,46.178,482.60299999999995,157.96800000000007,38.15599999999995,72.769,34,88,67,16,75,185.29000000000002,-297.31299999999993,-455.281,-493.43699999999995,42,8,12,16
110,ZWAR Oliver (SWE),1,3:51.563,32,38.866,32,"['0:45.837', '2:53.513', '10:22.847', '11:00.505', '12:10.138', '12:10.138', '12:10.138', '12:10.138', '0:45.004', '13:43.266', '14:53.296', '15:30.542', '16:12.106', '16:12.106', '16:12.106', '16:12.106', '1:10.300', '2:11.227', '2:57.873', '3:35.710', '4:17.742', '4:17.742', '4:17.742', '4:17.742', '0:44.839', '1:46.180', '2:32.680', '3:10.089', '3:51.563', '3:51.563', '3:51.563', '3:51.563', '3:51.563', '3:51.563', '3:51.563', '3:51.563']","['45.837', '127.676', '449.334', '37.658', '69.633', '0.000', '0.000', '0.000', '-685.134', '778.262', '70.030', '37.246', '41.564', '0.000', '0.000', '0.000', '-901.806', '60.927', '46.646', '37.837', '42.032', '0.000', '0.000', '0.000', '-212.903', '61.341', '46.500', '37.409', '41.474', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:45.837,2:53.513,10:22.847,11:00.505,12:10.138,45.837,173.513,622.847,660.505,730.138,28,38,73,71,71,45.837,127.676,449.33399999999995,37.658000000000015,69.63300000000004,28,52,84,6,72,185.726,58.04999999999998,-391.284,-428.942,45,43,15,19
40,WAYMAN Luke * (NZL),1,3:52.049,33,38.785,33,"['0:45.071', '1:46.224', '2:32.008', '3:10.412', '3:52.049', '3:52.049', '3:52.049', '3:52.049', '0:44.275', '2:49.690', '4:10.015', '4:48.148', '5:28.987', '5:28.987', '5:28.987', '5:28.987', '2:01.990', '4:06.496', '4:52.022', '5:29.784', '6:10.401', '6:10.401', '6:10.401', '6:10.401', '2:40.241', '3:40.788', '5:47.093', '6:24.572', '7:06.069', '7:06.069', '7:06.069', '7:06.069', '3:52.049', '3:52.049', '3:52.049', '3:52.049']","['45.071', '61.153', '45.784', '38.404', '41.637', '0.000', '0.000', '0.000', '-187.774', '125.415', '80.325', '38.133', '40.839', '0.000', '0.000', '0.000', '-206.997', '124.506', '45.526', '37.762', '40.617', '0.000', '0.000', '0.000', '-210.160', '60.547', '126.305', '37.479', '41.497', '0.000', '0.000', '0.000', '-194.020', '0.000', '0.000', '0.000']",0:45.071,1:46.224,2:32.008,3:10.412,3:52.049,45.071,106.22399999999999,152.008,190.412,232.049,23,10,3,3,3,45.071,61.15299999999999,45.78400000000002,38.403999999999996,41.637,23,14,4,20,14,186.978,125.82500000000002,80.041,41.637,52,72,80,82
32,PENE Tuhoto-Ariki (NZL),1,3:52.111,34,38.775,34,"['3:28.642', '4:29.509', '10:22.626', '11:02.414', '11:46.525', '11:46.525', '11:46.525', '11:46.525', '0:45.154', '1:48.115', '3:44.327', '4:22.189', '5:22.622', '5:22.622', '5:22.622', '5:22.622', '0:44.293', '3:11.371', '3:57.996', '4:35.394', '5:17.914', '5:17.914', '5:17.914', '5:17.914', '0:44.419', '1:45.459', '2:32.544', '3:10.404', '3:52.111', '3:52.111', '3:52.111', '3:52.111', '3:52.111', '3:52.111', '3:52.111', '3:52.111']","['208.642', '60.867', '353.117', '39.788', '44.111', '0.000', '0.000', '0.000', '-661.371', '62.961', '116.212', '37.862', '60.433', '0.000', '0.000', '0.000', '-278.329', '147.078', '46.625', '37.398', '42.520', '0.000', '0.000', '0.000', '-273.495', '61.040', '47.085', '37.860', '41.707', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",3:28.642,4:29.509,10:22.626,11:02.414,11:46.525,208.642,269.509,622.626,662.414,706.525,82,56,72,72,67,208.642,60.86700000000002,353.11699999999996,39.78800000000001,44.11099999999999,82,12,78,41,47,23.468999999999994,-37.398000000000025,-390.515,-430.303,9,27,16,18
21,HARTENSTERN Max (GER),1,3:52.140,35,38.77,35,"['0:45.042', '1:46.392', '2:34.056', '3:13.597', '3:55.160', '3:55.160', '3:55.160', '3:55.160', '0:44.498', '1:45.916', '2:32.697', '3:11.502', '3:52.140', '3:52.140', '3:52.140', '3:52.140', '13:01.554', '19:29.293', '29:56.211', '37:50.402', '38:31.609', '38:31.609', '38:31.609', '38:31.609', '3:52.140', '3:52.140', '3:52.140', '3:52.140']","['45.042', '61.350', '47.664', '39.541', '41.563', '0.000', '0.000', '0.000', '-190.662', '61.418', '46.781', '38.805', '40.638', '0.000', '0.000', '0.000', '549.414', '387.739', '626.918', '474.191', '41.207', '0.000', '0.000', '0.000', '-2079.469', '0.000', '0.000', '0.000']",0:45.042,1:46.392,2:34.056,3:13.597,3:55.160,45.042,106.392,154.05599999999998,193.597,235.16,20,11,6,7,7,45.042,61.349999999999994,47.66399999999999,39.541000000000025,41.56299999999999,20,16,12,40,11,187.09799999999998,125.74799999999999,78.084,38.54299999999998,53,71,77,76
72,FALQUET Mylann * (FRA),1,3:52.727,36,38.672,36,"['0:46.931', '6:05.993', '7:45.362', '8:23.163', '10:59.910', '10:59.910', '10:59.910', '10:59.910', '0:44.332', '1:45.275', '2:32.339', '3:10.498', '3:52.727', '3:52.727', '3:52.727', '3:52.727', '0:44.561', '7:20.075', '8:07.410', '15:52.631', '16:34.460', '16:34.460', '16:34.460', '16:34.460', '2:25.471', '3:28.793', '5:52.957', '6:31.952', '8:34.115', '8:34.115', '8:34.115', '8:34.115', '3:52.727', '3:52.727', '3:52.727', '3:52.727']","['46.931', '319.062', '99.369', '37.801', '156.747', '0.000', '0.000', '0.000', '-615.578', '60.943', '47.064', '38.159', '42.229', '0.000', '0.000', '0.000', '-188.166', '395.514', '47.335', '465.221', '41.829', '0.000', '0.000', '0.000', '-848.989', '63.322', '144.164', '38.995', '122.163', '0.000', '0.000', '0.000', '-281.388', '0.000', '0.000', '0.000']",0:46.931,6:05.993,7:45.362,8:23.163,10:59.910,46.931,365.993,465.362,503.163,659.91,52,72,57,49,62,46.931,319.062,99.36900000000003,37.80099999999999,156.74699999999996,52,80,46,10,89,185.796,-133.266,-232.63500000000002,-270.43600000000004,46,15,30,35
75,JEWETT Dane * (CAN),1,3:52.841,37,38.653,37,"['0:46.245', '5:33.426', '8:06.627', '10:15.283', '11:00.854', '11:00.854', '11:00.854', '11:00.854', '0:46.287', '1:49.799', '2:38.607', '3:17.344', '4:00.323', '4:00.323', '4:00.323', '4:00.323', '0:45.836', '1:47.633', '2:34.431', '3:12.944', '3:54.620', '3:54.620', '3:54.620', '3:54.620', '0:45.443', '1:47.558', '2:34.196', '3:11.868', '3:52.841', '3:52.841', '3:52.841', '3:52.841', '3:52.841', '3:52.841', '3:52.841', '3:52.841']","['46.245', '287.181', '153.201', '128.656', '45.571', '0.000', '0.000', '0.000', '-614.567', '63.512', '48.808', '38.737', '42.979', '0.000', '0.000', '0.000', '-194.487', '61.797', '46.798', '38.513', '41.676', '0.000', '0.000', '0.000', '-189.177', '62.115', '46.638', '37.672', '40.973', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:46.245,5:33.426,8:06.627,10:15.283,11:00.854,46.245,333.426,486.627,615.283,660.854,36,64,63,66,63,46.245,287.181,153.20100000000002,128.656,45.571000000000026,36,76,65,78,56,186.596,-100.58499999999998,-253.786,-382.442,49,19,27,25
86,LEVESQUE Dylan (FRA),1,3:53.105,38,38.609,38,"['0:45.959', '3:05.640', '5:21.599', '6:01.130', '7:17.400', '7:17.400', '7:17.400', '7:17.400', '0:45.267', '1:46.480', '2:33.095', '3:11.426', '3:53.105', '3:53.105', '3:53.105', '3:53.105', '0:44.834', '2:43.558', '3:29.831', '4:07.224', '4:53.451', '4:53.451', '4:53.451', '4:53.451', '3:53.105', '3:53.105', '3:53.105', '3:53.105']","['45.959', '139.681', '135.959', '39.531', '76.270', '0.000', '0.000', '0.000', '-392.133', '61.213', '46.615', '38.331', '41.679', '0.000', '0.000', '0.000', '-188.271', '118.724', '46.273', '37.393', '46.227', '0.000', '0.000', '0.000', '-60.346', '0.000', '0.000', '0.000']",0:45.959,3:05.640,5:21.599,6:01.130,7:17.400,45.959,185.64,321.599,361.13,437.4,30,43,44,38,38,45.959,139.68099999999998,135.959,39.531000000000006,76.26999999999998,30,58,59,38,76,187.146,47.465,-88.494,-128.025,54,39,44,52
92,GARCIA AYORA Ignacio * (ESP),1,3:53.163,40,38.6,40,"['2:33.353', '3:34.840', '4:46.886', '5:45.697', '6:46.312', '6:46.312', '6:46.312', '6:46.312', '0:46.234', '1:47.113', '2:33.487', '3:11.754', '3:53.163', '3:53.163', '3:53.163', '3:53.163', '0:46.309', '1:47.401', '2:35.096', '3:14.507', '3:56.072', '3:56.072', '3:56.072', '3:56.072', '3:40.689', '7:02.833', '8:12.805', '9:04.381', '9:46.851', '9:46.851', '9:46.851', '9:46.851', '3:53.163', '3:53.163', '3:53.163', '3:53.163']","['153.353', '61.487', '72.046', '58.811', '60.615', '0.000', '0.000', '0.000', '-360.078', '60.879', '46.374', '38.267', '41.409', '0.000', '0.000', '0.000', '-186.854', '61.092', '47.695', '39.411', '41.565', '0.000', '0.000', '0.000', '-15.383', '202.144', '69.972', '51.576', '42.470', '0.000', '0.000', '0.000', '-353.688', '0.000', '0.000', '0.000']",2:33.353,3:34.840,4:46.886,5:45.697,6:46.312,153.353,214.84,286.886,345.697,406.312,74,50,37,34,34,153.353,61.486999999999995,72.04600000000002,58.81099999999998,60.61500000000001,74,18,31,55,67,79.81,18.323000000000008,-53.72300000000001,-112.53399999999999,12,31,49,54
10,SHAW Luca (USA),1,3:53.246,41,38.586,41,"['0:46.364', '1:48.467', '4:07.555', '4:45.869', '6:04.951', '6:04.951', '6:04.951', '6:04.951', '0:45.200', '1:45.992', '2:33.883', '3:11.498', '3:53.246', '3:53.246', '3:53.246', '3:53.246', '0:44.158', '1:45.013', '2:32.878', '8:03.319', '9:28.629', '9:28.629', '9:28.629', '9:28.629', '5:19.601', '16:43.499', '19:08.054', '19:46.942', '20:31.079', '20:31.079', '20:31.079', '20:31.079', '3:53.246', '3:53.246', '3:53.246', '3:53.246']","['46.364', '62.103', '139.088', '38.314', '79.082', '0.000', '0.000', '0.000', '-319.751', '60.792', '47.891', '37.615', '41.748', '0.000', '0.000', '0.000', '-189.088', '60.855', '47.865', '330.441', '85.310', '0.000', '0.000', '0.000', '-249.028', '683.898', '144.555', '38.888', '44.137', '0.000', '0.000', '0.000', '-997.833', '0.000', '0.000', '0.000']",0:46.364,1:48.467,4:07.555,4:45.869,6:04.951,46.364,108.467,247.555,285.869,364.951,39,14,28,22,25,46.364,62.103,139.08800000000002,38.31400000000002,79.082,39,19,60,19,77,186.882,124.77900000000001,-14.308999999999997,-52.62300000000002,51,65,58,63
61,VIEIRA Douglas (BRA),1,3:53.724,42,38.507,42,"['0:46.953', '3:04.355', '4:33.048', '7:43.914', '8:50.100', '8:50.100', '8:50.100', '8:50.100', '0:46.671', '1:50.924', '2:39.895', '3:20.272', '4:03.210', '4:03.210', '4:03.210', '4:03.210', '0:45.985', '1:46.975', '2:33.812', '3:11.800', '3:53.724', '3:53.724', '3:53.724', '3:53.724', '3:53.724', '3:53.724', '3:53.724', '3:53.724']","['46.953', '137.402', '88.693', '190.866', '66.186', '0.000', '0.000', '0.000', '-483.429', '64.253', '48.971', '40.377', '42.938', '0.000', '0.000', '0.000', '-197.225', '60.990', '46.837', '37.988', '41.924', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:46.953,3:04.355,4:33.048,7:43.914,8:50.100,46.953,184.355,273.048,463.914,530.1,53,42,33,45,44,46.953,137.402,88.69300000000001,190.86599999999999,66.18600000000004,53,55,43,88,69,186.771,49.369,-39.32400000000001,-230.19,50,42,55,39
9,COULANGES Benoit (FRA),1,3:53.862,43,38.484,43,"['0:46.127', '11:27.881', '15:39.328', '16:59.308', '17:40.893', '17:40.893', '17:40.893', '17:40.893', '0:44.927', '1:46.537', '2:34.019', '3:12.511', '3:53.862', '3:53.862', '3:53.862', '3:53.862', '3:33.963', '5:32.337', '9:27.569', '10:35.015', '11:16.607', '11:16.607', '11:16.607', '11:16.607', '0:45.343', '6:17.067', '7:35.381', '9:01.909', '9:44.233', '9:44.233', '9:44.233', '9:44.233', '3:53.862', '3:53.862', '3:53.862', '3:53.862']","['46.127', '641.754', '251.447', '79.980', '41.585', '0.000', '0.000', '0.000', '-1015.966', '61.610', '47.482', '38.492', '41.351', '0.000', '0.000', '0.000', '-19.899', '118.374', '235.232', '67.446', '41.592', '0.000', '0.000', '0.000', '-631.264', '331.724', '78.314', '86.528', '42.324', '0.000', '0.000', '0.000', '-350.371', '0.000', '0.000', '0.000']",0:46.127,11:27.881,15:39.328,16:59.308,17:40.893,46.127,687.881,939.328,1019.308,1060.893,32,88,87,87,85,46.127,641.754,251.447,79.98000000000002,41.585000000000036,32,90,74,61,12,187.73499999999999,-454.019,-705.466,-785.446,55,5,3,3
18,BREEDEN Joe (GBR),1,3:53.914,44,38.476,44,"['0:45.372', '1:48.938', '2:37.788', '3:17.080', '4:00.001', '4:00.001', '4:00.001', '4:00.001', '0:45.553', '1:46.527', '2:33.818', '3:11.687', '3:53.914', '3:53.914', '3:53.914', '3:53.914', '0:44.969', '8:08.028', '9:39.002', '11:10.389', '11:58.365', '11:58.365', '11:58.365', '11:58.365', '3:53.914', '3:53.914', '3:53.914', '3:53.914']","['45.372', '63.566', '48.850', '39.292', '42.921', '0.000', '0.000', '0.000', '-194.448', '60.974', '47.291', '37.869', '42.227', '0.000', '0.000', '0.000', '-188.945', '443.059', '90.974', '91.387', '47.976', '0.000', '0.000', '0.000', '-484.451', '0.000', '0.000', '0.000']",0:45.372,1:48.938,2:37.788,3:17.080,4:00.001,45.372,108.938,157.788,197.07999999999998,240.001,25,15,8,8,8,45.372,63.566,48.85000000000001,39.29199999999997,42.92100000000002,25,23,20,36,30,188.54199999999997,124.97599999999998,76.12599999999998,36.834,57,69,74,73
25,MAES Martn (BEL),1,3:54.714,45,38.345,45,"['0:46.214', '3:09.118', '4:52.820', '5:31.365', '6:22.985', '6:22.985', '6:22.985', '6:22.985', '0:45.751', '1:46.457', '2:34.391', '3:12.296', '3:54.714', '3:54.714', '3:54.714', '3:54.714', '3:54.714', '3:54.714', '3:54.714', '3:54.714']","['46.214', '142.904', '103.702', '38.545', '51.620', '0.000', '0.000', '0.000', '-337.234', '60.706', '47.934', '37.905', '42.418', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:46.214,3:09.118,4:52.820,5:31.365,6:22.985,46.214,189.118,292.82,331.365,382.985,35,44,39,28,30,46.214,142.904,103.702,38.545000000000016,51.620000000000005,35,59,50,21,60,188.5,45.596000000000004,-58.105999999999995,-96.65100000000001,56,38,48,57
93,GRIFFITH Ryan * (CAN),1,3:55.664,46,38.19,46,"['0:46.087', '1:50.421', '4:46.599', '5:24.619', '6:06.686', '6:06.686', '6:06.686', '6:06.686', '0:45.163', '1:48.934', '2:36.795', '3:14.597', '3:55.664', '3:55.664', '3:55.664', '3:55.664', '0:43.448', '1:45.147', '4:57.620', '6:32.311', '7:18.385', '7:18.385', '7:18.385', '7:18.385', '3:55.664', '3:55.664', '3:55.664', '3:55.664']","['46.087', '64.334', '176.178', '38.020', '42.067', '0.000', '0.000', '0.000', '-321.523', '63.771', '47.861', '37.802', '41.067', '0.000', '0.000', '0.000', '-192.216', '61.699', '192.473', '94.691', '46.074', '0.000', '0.000', '0.000', '-202.721', '0.000', '0.000', '0.000']",0:46.087,1:50.421,4:46.599,5:24.619,6:06.686,46.087,110.42099999999999,286.599,324.619,366.686,31,19,36,27,27,46.087,64.33399999999999,176.178,38.02000000000004,42.06699999999995,31,27,69,14,20,189.577,125.243,-50.935,-88.95500000000004,58,70,52,58
64,PIERRON Baptiste (FRA),1,3:57.010,47,37.973,47,"['0:46.917', '2:57.728', '9:18.666', '10:52.597', '11:34.757', '11:34.757', '11:34.757', '11:34.757', '0:46.051', '1:48.187', '2:35.983', '3:14.371', '3:57.010', '3:57.010', '3:57.010', '3:57.010', '8:15.186', '13:52.356', '17:22.329', '20:16.144', '22:13.124', '22:13.124', '22:13.124', '22:13.124', '0:46.166', '1:47.958', '2:35.870', '3:14.527', '3:57.027', '3:57.027', '3:57.027', '3:57.027', '3:57.010', '3:57.010', '3:57.010', '3:57.010']","['46.917', '130.811', '380.938', '93.931', '42.160', '0.000', '0.000', '0.000', '-648.706', '62.136', '47.796', '38.388', '42.639', '0.000', '0.000', '0.000', '258.176', '337.170', '209.973', '173.815', '116.980', '0.000', '0.000', '0.000', '-1286.958', '61.792', '47.912', '38.657', '42.500', '0.000', '0.000', '0.000', '-0.017', '0.000', '0.000', '0.000']",0:46.917,2:57.728,9:18.666,10:52.597,11:34.757,46.917,177.728,558.666,652.597,694.757,51,39,68,70,66,46.917,130.811,380.93800000000005,93.93099999999993,42.15999999999997,51,54,81,67,24,190.093,59.28199999999998,-321.65600000000006,-415.587,59,45,22,21
62,GARCIN Johan (FRA),1,3:57.318,48,37.924,48,"['1:19.669', '3:14.860', '4:02.642', '6:22.796', '7:06.611', '7:06.611', '7:06.611', '7:06.611', '0:46.019', '3:41.859', '5:19.487', '6:36.237', '7:19.011', '7:19.011', '7:19.011', '7:19.011', '0:45.104', '1:47.518', '2:35.308', '3:14.710', '3:57.318', '3:57.318', '3:57.318', '3:57.318', '0:45.400', '9:21.642', '12:30.314', '13:08.304', '13:50.961', '13:50.961', '13:50.961', '13:50.961', '3:57.318', '3:57.318', '3:57.318', '3:57.318']","['79.669', '115.191', '47.782', '140.154', '43.815', '0.000', '0.000', '0.000', '-380.592', '175.840', '97.628', '76.750', '42.774', '0.000', '0.000', '0.000', '-393.907', '62.414', '47.790', '39.402', '42.608', '0.000', '0.000', '0.000', '-191.918', '516.242', '188.672', '37.990', '42.657', '0.000', '0.000', '0.000', '-593.643', '0.000', '0.000', '0.000']",1:19.669,3:14.860,4:02.642,6:22.796,7:06.611,79.669,194.86,242.642,382.796,426.611,69,45,27,39,36,79.669,115.19100000000002,47.78199999999998,140.154,43.815,69,43,15,83,45,157.649,42.45799999999997,-5.324000000000012,-145.478,20,36,59,50
55,WALLACE Mark (CAN),1,3:57.628,49,37.874,49,"['7:20.837', '9:20.719', '11:42.810', '12:54.118', '13:38.007', '13:38.007', '13:38.007', '13:38.007', '0:46.552', '1:50.143', '2:40.811', '3:20.501', '4:03.606', '4:03.606', '4:03.606', '4:03.606', '0:46.306', '1:48.865', '2:36.782', '3:14.819', '3:57.628', '3:57.628', '3:57.628', '3:57.628', '3:57.628', '3:57.628', '3:57.628', '3:57.628']","['440.837', '119.882', '142.091', '71.308', '43.889', '0.000', '0.000', '0.000', '-771.455', '63.591', '50.668', '39.690', '43.105', '0.000', '0.000', '0.000', '-197.300', '62.559', '47.917', '38.037', '42.809', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",7:20.837,9:20.719,11:42.810,12:54.118,13:38.007,440.837,560.719,702.81,774.118,818.007,88,83,78,78,77,440.837,119.88200000000006,142.0909999999999,71.3080000000001,43.888999999999896,88,47,62,59,46,-203.209,-323.09100000000007,-465.18199999999996,-536.49,3,7,11,11
84,LAMARIS Marco * (GER),1,3:58.117,50,37.797,50,"['0:46.517', '6:10.971', '7:50.935', '8:29.676', '9:12.493', '9:12.493', '9:12.493', '9:12.493', '0:45.761', '1:48.982', '2:36.631', '3:15.128', '3:58.117', '3:58.117', '3:58.117', '3:58.117', '3:58.117', '3:58.117', '3:58.117', '3:58.117']","['46.517', '324.454', '99.964', '38.741', '42.817', '0.000', '0.000', '0.000', '-506.732', '63.221', '47.649', '38.497', '42.989', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000', '0.000']",0:46.517,6:10.971,7:50.935,8:29.676,9:12.493,46.517,370.971,470.935,509.676,552.493,42,73,60,51,50,46.517,324.454,99.964,38.740999999999985,42.817000000000064,42,82,47,27,28,191.6,-132.854,-232.818,-271.55899999999997,62,16,29,34
77,MEIER-SMITH Remy * (AUS),1,3:58.303,51,37.767,51,"['0:46.758', '3:15.417', '4:25.985', '5:10.452', '5:54.690', '5:54.690', '5:54.690', '5:54.690', '1:25.770', '3:07.452', '5:14.392', '5:53.403', '6:37.889', '6:37.889', '6:37.889', '6:37.889', '0:45.685', '1:47.205', '2:35.570', '3:15.046', '3:58.303', '3:58.303', '3:58.303', '3:58.303', '0:45.816', '2:49.800', '6:11.112', '7:50.916', '8:34.765', '8:34.765', '8:34.765', '8:34.765', '3:58.303', '3:58.303', '3:58.303', '3:58.303']","['46.758', '148.659', '70.568', '44.467', '44.238', '0.000', '0.000', '0.000', '-268.920', '101.682', '126.940', '39.011', '44.486', '0.000', '0.000', '0.000', '-352.204', '61.520', '48.365', '39.476', '43.257', '0.000', '0.000', '0.000', '-192.487', '123.984', '201.312', '99.804', '43.849', '0.000', '0.000', '0.000', '-276.462', '0.000', '0.000', '0.000']",0:46.758,3:15.417,4:25.985,5:10.452,5:54.690,46.758,195.417,265.985,310.452,354.69,49,46,30,26,24,46.758,148.659,70.56800000000001,44.466999999999985,44.238,49,62,30,54,48,191.545,42.885999999999996,-27.682000000000016,-72.149,61,37,57,61
